shipment_id,invoice_date,base_rate,fuel_surcharge_pct,fuel_surcharge_amount,guarantee_fee,total_billed
SHP-00001159,2011-07-23,29.92,0.1478,4.42,0.0,34.34
SHP-00001160,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001161,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001162,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001163,2011-07-23,21.62,0.1478,3.2,0.0,24.82
SHP-00001164,2011-07-22,27.07,0.1478,4.0,8.0,39.07
SHP-00001165,2011-07-23,28.74,0.1478,4.25,0.0,32.99
SHP-00001166,2011-07-23,17.85,0.1478,2.64,0.0,20.49
SHP-00001167,2011-07-23,15.64,0.1478,2.31,0.0,17.95
SHP-00001168,2011-07-23,12.07,0.1478,1.78,0.0,13.85
SHP-00001169,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001170,2011-07-23,19.74,0.1478,2.92,0.0,22.66
SHP-00001171,2011-07-22,15.01,0.1478,2.22,8.0,25.23
SHP-00001172,2011-07-23,12.6,0.1478,1.86,0.0,14.46
SHP-00001173,2011-07-23,21.23,0.1478,3.14,0.0,24.37
SHP-00001174,2011-07-22,22.11,0.1478,3.27,0.0,25.38
SHP-00001175,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001176,2011-07-23,23.49,0.1478,3.47,0.0,26.96
SHP-00001177,2011-07-23,20.15,0.1478,2.98,0.0,23.13
SHP-00001178,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001179,2011-07-23,21.68,0.1478,3.2,0.0,24.88
SHP-00001180,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001181,2011-07-23,11.46,0.1478,1.69,0.0,13.15
SHP-00001182,2011-07-23,12.09,0.1478,1.79,0.0,13.88
SHP-00001183,2011-07-22,15.01,0.1478,2.22,0.0,17.23
SHP-00001184,2011-07-23,22.91,0.1478,3.39,0.0,26.3
SHP-00001185,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001186,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001187,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001188,2011-07-23,18.52,0.1478,2.74,5.0,26.26
SHP-00001189,2011-07-22,8.01,0.1478,1.18,0.0,9.19
SHP-00001190,2011-07-22,17.46,0.1478,2.58,0.0,20.04
SHP-00001191,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001192,2011-07-23,27.38,0.1478,4.05,0.0,31.43
SHP-00001193,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001194,2011-07-23,24.65,0.1478,3.64,5.0,33.29
SHP-00001195,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001196,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001197,2011-07-23,27.31,0.1478,4.04,0.0,31.35
SHP-00001198,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001199,2011-07-23,19.81,0.1478,2.93,0.0,22.74
SHP-00001200,2011-07-23,27.74,0.1478,4.1,5.0,36.84
SHP-00001201,2011-07-22,16.46,0.1478,2.43,0.0,18.89
SHP-00001202,2011-07-23,19.79,0.1478,2.92,5.0,27.71
SHP-00001203,2011-07-23,19.66,0.1478,2.91,8.0,30.57
SHP-00001204,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001205,2011-07-23,24.46,0.1478,3.62,0.0,28.08
SHP-00001206,2011-07-23,28.97,0.1478,4.28,0.0,33.25
SHP-00001207,2011-07-23,29.16,0.1478,4.31,0.0,33.47
SHP-00001208,2011-07-23,17.52,0.1478,2.59,0.0,20.11
SHP-00001209,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001210,2011-07-23,25.05,0.1478,3.7,0.0,28.75
SHP-00001211,2011-07-23,15.01,0.1478,2.22,0.0,17.23
SHP-00001212,2011-07-23,28.2,0.1478,4.17,0.0,32.37
SHP-00001213,2011-07-23,14.19,0.1478,2.1,0.0,16.29
SHP-00001214,2011-07-22,22.22,0.1478,3.28,8.0,33.5
SHP-00001215,2011-07-23,26.95,0.1478,3.98,0.0,30.93
SHP-00001216,2011-07-23,28.17,0.1478,4.16,0.0,32.33
SHP-00001217,2011-07-22,25.02,0.1478,3.7,0.0,28.72
SHP-00001218,2011-07-23,14.35,0.1478,2.12,0.0,16.47
SHP-00001219,2011-07-23,27.81,0.1478,4.11,0.0,31.92
SHP-00001220,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001221,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001222,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001223,2011-07-23,25.02,0.1478,3.7,12.0,40.72
SHP-00001224,2011-07-24,17.77,0.1478,2.63,5.0,25.4
SHP-00001225,2011-07-24,20.49,0.1478,3.03,0.0,23.52
SHP-00001226,2011-07-23,15.0,0.1478,2.22,5.0,22.22
SHP-00001227,2011-07-23,25.65,0.1478,3.79,0.0,29.44
SHP-00001228,2011-07-24,18.35,0.1478,2.71,0.0,21.06
SHP-00001229,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001230,2011-07-24,25.02,0.1478,3.7,12.0,40.72
SHP-00001231,2011-07-24,16.78,0.1478,2.48,0.0,19.26
SHP-00001232,2011-07-24,20.3,0.1478,3.0,5.0,28.3
SHP-00001233,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001234,2011-07-24,29.78,0.1478,4.4,0.0,34.18
SHP-00001235,2011-07-24,13.5,0.1478,2.0,0.0,15.5
SHP-00001236,2011-07-24,17.26,0.1478,2.55,0.0,19.81
SHP-00001237,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001238,2011-07-24,28.82,0.1478,4.26,0.0,33.08
SHP-00001239,2011-07-24,16.81,0.1478,2.48,0.0,19.29
SHP-00001240,2011-07-24,27.57,0.1478,4.07,0.0,31.64
SHP-00001241,2011-07-24,29.52,0.1478,4.36,0.0,33.88
SHP-00001242,2011-07-24,11.36,0.1478,1.68,0.0,13.04
SHP-00001243,2011-07-24,8.01,0.1478,1.18,5.0,14.19
SHP-00001244,2011-07-24,21.17,0.1478,3.13,0.0,24.3
SHP-00001245,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001246,2011-07-24,21.44,0.1478,3.17,0.0,24.61
SHP-00001247,2011-07-24,11.54,0.1478,1.71,0.0,13.25
SHP-00001248,2011-07-24,10.5,0.1478,1.55,5.0,17.05
SHP-00001249,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001250,2011-07-24,8.01,0.1478,1.18,5.0,14.19
SHP-00001251,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001252,2011-07-24,18.0,0.1478,2.66,5.0,25.66
SHP-00001253,2011-07-24,10.24,0.1478,1.51,5.0,16.75
SHP-00001254,2011-07-24,8.01,0.1478,1.18,5.0,14.19
SHP-00001255,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001256,2011-07-24,16.01,0.1478,2.37,0.0,18.38
SHP-00001257,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001258,2011-07-24,25.48,0.1478,3.77,0.0,29.25
SHP-00001259,2011-07-24,17.22,0.1478,2.55,0.0,19.77
SHP-00001260,2011-07-24,28.97,0.1478,4.28,0.0,33.25
SHP-00001261,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001262,2011-07-24,28.25,0.1478,4.18,0.0,32.43
SHP-00001263,2011-07-23,24.64,0.1478,3.64,0.0,28.28
SHP-00001264,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001265,2011-07-24,15.82,0.1478,2.34,0.0,18.16
SHP-00001266,2011-07-24,19.29,0.1478,2.85,0.0,22.14
SHP-00001267,2011-07-24,20.82,0.1478,3.08,0.0,23.9
SHP-00001268,2011-07-24,25.38,0.1478,3.75,5.0,34.13
SHP-00001269,2011-07-23,26.45,0.1478,3.91,0.0,30.36
SHP-00001270,2011-07-24,16.61,0.1478,2.45,0.0,19.06
SHP-00001271,2011-07-24,19.04,0.1478,2.81,0.0,21.85
SHP-00001272,2011-07-24,23.09,0.1478,3.41,0.0,26.5
SHP-00001273,2011-07-24,17.62,0.1478,2.6,0.0,20.22
SHP-00001274,2011-07-23,21.04,0.1478,3.11,0.0,24.15
SHP-00001275,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001276,2011-07-24,25.02,0.1478,3.7,12.0,40.72
SHP-00001277,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001278,2011-07-24,25.09,0.1478,3.71,0.0,28.8
SHP-00001279,2011-07-24,9.01,0.1478,1.33,0.0,10.34
SHP-00001280,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001281,2011-07-23,14.29,0.1478,2.11,0.0,16.4
SHP-00001282,2011-07-24,9.55,0.1478,1.41,0.0,10.96
SHP-00001283,2011-07-24,16.23,0.1478,2.4,0.0,18.63
SHP-00001284,2011-07-24,25.04,0.1478,3.7,5.0,33.74
SHP-00001285,2011-07-23,17.47,0.1478,2.58,5.0,25.05
SHP-00001286,2011-07-24,29.65,0.1478,4.38,0.0,34.03
SHP-00001287,2011-07-24,17.17,0.1478,2.54,0.0,19.71
SHP-00001288,2011-07-24,9.7,0.1478,1.43,0.0,11.13
SHP-00001289,2011-07-24,26.85,0.1478,3.97,0.0,30.82
SHP-00001290,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001291,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001292,2011-07-23,25.66,0.1478,3.79,0.0,29.45
SHP-00001293,2011-07-24,14.04,0.1478,2.08,0.0,16.12
SHP-00001294,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001295,2011-07-24,16.55,0.1478,2.45,0.0,19.0
SHP-00001296,2011-07-23,21.89,0.1478,3.24,0.0,25.13
SHP-00001297,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001298,2011-07-24,29.35,0.1478,4.34,0.0,33.69
SHP-00001299,2011-07-23,23.97,0.1478,3.54,0.0,27.51
SHP-00001300,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001301,2011-07-24,10.52,0.1478,1.55,0.0,12.07
SHP-00001302,2011-07-23,29.45,0.1478,4.35,0.0,33.8
SHP-00001303,2011-07-24,24.09,0.1478,3.56,0.0,27.65
SHP-00001304,2011-07-24,15.88,0.1478,2.35,0.0,18.23
SHP-00001305,2011-07-25,24.44,0.1478,3.61,0.0,28.05
SHP-00001306,2011-07-24,14.75,0.1478,2.18,0.0,16.93
SHP-00001307,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001308,2011-07-24,25.63,0.1478,3.79,5.0,34.42
SHP-00001309,2011-07-24,25.4,0.1478,3.75,0.0,29.15
SHP-00001310,2011-07-24,9.19,0.1478,1.36,0.0,10.55
SHP-00001311,2011-07-23,24.07,0.1478,3.56,0.0,27.63
SHP-00001312,2011-07-23,12.2,0.1478,1.8,5.0,19.0
SHP-00001313,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001314,2011-07-24,14.51,0.1478,2.14,5.0,21.65
SHP-00001315,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001316,2011-07-24,12.93,0.1478,1.91,0.0,14.84
SHP-00001317,2011-07-24,18.15,0.1478,2.68,0.0,20.83
SHP-00001318,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001319,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001320,2011-07-25,13.6,0.1478,2.01,5.0,20.61
SHP-00001321,2011-07-24,14.57,0.1478,2.15,5.0,21.72
SHP-00001322,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001323,2011-07-24,28.92,0.1478,4.27,8.0,41.19
SHP-00001324,2011-07-24,13.64,0.1478,2.02,0.0,15.66
SHP-00001325,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001326,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001327,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001328,2011-07-24,26.2,0.1478,3.87,0.0,30.07
SHP-00001329,2011-07-24,15.01,0.1478,2.22,8.0,25.23
SHP-00001330,2011-07-23,25.02,0.1478,3.7,0.0,28.72
SHP-00001331,2011-07-24,21.5,0.1478,3.18,0.0,24.68
SHP-00001332,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001333,2011-07-24,27.52,0.1478,4.07,8.0,39.59
SHP-00001334,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001335,2011-07-23,18.54,0.1478,2.74,5.0,26.28
SHP-00001336,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001337,2011-07-24,24.69,0.1478,3.65,0.0,28.34
SHP-00001338,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001339,2011-07-24,11.28,0.1478,1.67,5.0,17.95
SHP-00001340,2011-07-24,15.89,0.1478,2.35,0.0,18.24
SHP-00001341,2011-07-24,12.98,0.1478,1.92,0.0,14.9
SHP-00001342,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001343,2011-07-24,10.89,0.1478,1.61,0.0,12.5
SHP-00001344,2011-07-23,16.96,0.1478,2.51,0.0,19.47
SHP-00001345,2011-07-24,16.43,0.1478,2.43,0.0,18.86
SHP-00001346,2011-07-24,11.9,0.1478,1.76,0.0,13.66
SHP-00001347,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001348,2011-07-23,24.48,0.1478,3.62,5.0,33.1
SHP-00001349,2011-07-24,23.72,0.1478,3.51,8.0,35.23
SHP-00001350,2011-07-24,9.42,0.1478,1.39,0.0,10.81
SHP-00001351,2011-07-24,27.79,0.1478,4.11,5.0,36.9
SHP-00001352,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001353,2011-07-23,8.01,0.1478,1.18,0.0,9.19
SHP-00001354,2011-07-24,19.97,0.1478,2.95,5.0,27.92
SHP-00001355,2011-07-24,25.02,0.1478,3.7,0.0,28.72
SHP-00001356,2011-07-24,27.56,0.1478,4.07,0.0,31.63
SHP-00001357,2011-07-25,25.02,0.1478,3.7,0.0,28.72
SHP-00001358,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001359,2011-07-25,21.79,0.1478,3.22,0.0,25.01
SHP-00001360,2011-07-25,26.58,0.1478,3.93,0.0,30.51
SHP-00001361,2011-07-25,23.25,0.1478,3.44,0.0,26.69
SHP-00001362,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001363,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001364,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001365,2011-07-25,15.01,0.1478,2.22,8.0,25.23
SHP-00001366,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001367,2011-07-25,25.02,0.1478,3.7,0.0,28.72
SHP-00001368,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001369,2011-07-25,28.79,0.1478,4.26,0.0,33.05
SHP-00001370,2011-07-25,10.98,0.1478,1.62,0.0,12.6
SHP-00001371,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001372,2011-07-25,26.65,0.1478,3.94,0.0,30.59
SHP-00001373,2011-07-25,27.1,0.1478,4.01,0.0,31.11
SHP-00001374,2011-07-25,23.1,0.1478,3.41,0.0,26.51
SHP-00001375,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001376,2011-07-25,18.87,0.1478,2.79,0.0,21.66
SHP-00001377,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001378,2011-07-25,9.96,0.1478,1.47,0.0,11.43
SHP-00001379,2011-07-25,22.92,0.1478,3.39,0.0,26.31
SHP-00001380,2011-07-25,25.02,0.1478,3.7,0.0,28.72
SHP-00001381,2011-07-24,26.7,0.1478,3.95,5.0,35.65
SHP-00001382,2011-07-25,22.96,0.1478,3.39,0.0,26.35
SHP-00001383,2011-07-25,15.01,0.1478,2.22,0.0,17.23
SHP-00001384,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001385,2011-07-25,15.01,0.1478,2.22,8.0,25.23
SHP-00001386,2011-07-25,9.1,0.1478,1.34,0.0,10.44
SHP-00001387,2011-07-25,26.54,0.1478,3.92,0.0,30.46
SHP-00001388,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001389,2011-07-25,15.69,0.1478,2.32,0.0,18.01
SHP-00001390,2011-07-25,15.01,0.1478,2.22,0.0,17.23
SHP-00001391,2011-07-25,14.67,0.1478,2.17,0.0,16.84
SHP-00001392,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001393,2011-07-25,23.87,0.1478,3.53,8.0,35.4
SHP-00001394,2011-07-25,17.13,0.1478,2.53,0.0,19.66
SHP-00001395,2011-07-24,25.17,0.1478,3.72,0.0,28.89
SHP-00001396,2011-07-24,8.01,0.1478,1.18,0.0,9.19
SHP-00001397,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001398,2011-07-25,8.01,0.1478,1.18,0.0,9.19
SHP-00001399,2011-07-24,13.46,0.1478,1.99,0.0,15.45
SHP-00001400,2011-07-25,28.25,0.1478,4.18,0.0,32.43
SHP-00001401,2011-07-25,22.88,0.1478,3.38,0.0,26.26
SHP-00001402,2011-07-25,15.46,0.1478,2.28,0.0,17.74
SHP-00001403,2011-07-24,13.55,0.1478,2.0,0.0,15.55
SHP-00001404,2011-07-24,15.01,0.1478,2.22,0.0,17.23
SHP-00001405,2011-07-25,10.22,0.1478,1.51,0.0,11.73
SHP-00001406,2011-07-26,15.29,0.1478,2.26,5.0,22.55
SHP-00001407,2011-07-26,28.96,0.1478,4.28,0.0,33.24
SHP-00001408,2011-07-25,26.65,0.1478,3.94,0.0,30.59
SHP-00001409,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001410,2011-07-26,15.01,0.1478,2.22,0.0,17.23
SHP-00001411,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001412,2011-07-25,24.5,0.1478,3.62,0.0,28.12
SHP-00001413,2011-07-26,25.52,0.1478,3.77,5.0,34.29
SHP-00001414,2011-07-26,23.27,0.1478,3.44,0.0,26.71
SHP-00001415,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001416,2011-07-26,15.01,0.1478,2.22,0.0,17.23
SHP-00001417,2011-07-26,28.7,0.1478,4.24,0.0,32.94
SHP-00001418,2011-07-25,29.85,0.1478,4.41,0.0,34.26
SHP-00001419,2011-07-26,21.31,0.1478,3.15,0.0,24.46
SHP-00001420,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001421,2011-07-25,20.06,0.1478,2.96,0.0,23.02
SHP-00001422,2011-07-26,19.34,0.1478,2.86,8.0,30.2
SHP-00001423,2011-07-26,25.5,0.1478,3.77,0.0,29.27
SHP-00001424,2011-07-26,13.27,0.1478,1.96,5.0,20.23
SHP-00001425,2011-07-25,8.12,0.1478,1.2,0.0,9.32
SHP-00001426,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001427,2011-07-26,27.42,0.1478,4.05,0.0,31.47
SHP-00001428,2011-07-26,11.35,0.1478,1.68,0.0,13.03
SHP-00001429,2011-07-26,26.4,0.1478,3.9,8.0,38.3
SHP-00001430,2011-07-26,19.22,0.1478,2.84,0.0,22.06
SHP-00001431,2011-07-25,13.04,0.1478,1.93,0.0,14.97
SHP-00001432,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001433,2011-07-25,23.71,0.1478,3.5,0.0,27.21
SHP-00001434,2011-07-26,23.24,0.1478,3.43,0.0,26.67
SHP-00001435,2011-07-26,9.99,0.1478,1.48,0.0,11.47
SHP-00001436,2011-07-26,18.25,0.1478,2.7,0.0,20.95
SHP-00001437,2011-07-27,8.01,0.1478,1.18,0.0,9.19
SHP-00001438,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001439,2011-07-26,28.19,0.1478,4.17,0.0,32.36
SHP-00001440,2011-07-26,15.01,0.1478,2.22,0.0,17.23
SHP-00001441,2011-07-26,23.04,0.1478,3.41,0.0,26.45
SHP-00001442,2011-07-25,9.8,0.1478,1.45,5.0,16.25
SHP-00001443,2011-07-25,25.02,0.1478,3.7,0.0,28.72
SHP-00001444,2011-07-26,21.03,0.1478,3.11,0.0,24.14
SHP-00001445,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001446,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001447,2011-07-26,8.37,0.1478,1.24,0.0,9.61
SHP-00001448,2011-07-26,27.6,0.1478,4.08,0.0,31.68
SHP-00001449,2011-07-26,27.18,0.1478,4.02,5.0,36.2
SHP-00001450,2011-07-25,15.71,0.1478,2.32,0.0,18.03
SHP-00001451,2011-07-26,18.93,0.1478,2.8,0.0,21.73
SHP-00001452,2011-07-25,9.15,0.1478,1.35,0.0,10.5
SHP-00001453,2011-07-26,10.23,0.1478,1.51,0.0,11.74
SHP-00001454,2011-07-26,27.03,0.1478,4.0,0.0,31.03
SHP-00001455,2011-07-26,15.01,0.1478,2.22,8.0,25.23
SHP-00001456,2011-07-26,27.35,0.1478,4.04,0.0,31.39
SHP-00001457,2011-07-26,26.77,0.1478,3.96,0.0,30.73
SHP-00001458,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001459,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001460,2011-07-25,28.95,0.1478,4.28,0.0,33.23
SHP-00001461,2011-07-25,25.39,0.1478,3.75,0.0,29.14
SHP-00001462,2011-07-26,29.15,0.1478,4.31,5.0,38.46
SHP-00001463,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001464,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001465,2011-07-26,12.02,0.1478,1.78,5.0,18.8
SHP-00001466,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001467,2011-07-26,28.73,0.1478,4.25,0.0,32.98
SHP-00001468,2011-07-25,15.01,0.1478,2.22,8.0,25.23
SHP-00001469,2011-07-26,8.01,0.1478,1.18,5.0,14.19
SHP-00001470,2011-07-26,27.67,0.1478,4.09,0.0,31.76
SHP-00001471,2011-07-26,18.98,0.1478,2.81,5.0,26.79
SHP-00001472,2011-07-26,10.46,0.1478,1.55,0.0,12.01
SHP-00001473,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001474,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001475,2011-07-26,12.11,0.1478,1.79,5.0,18.9
SHP-00001476,2011-07-26,15.51,0.1478,2.29,5.0,22.8
SHP-00001477,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001478,2011-07-26,19.82,0.1478,2.93,0.0,22.75
SHP-00001479,2011-07-25,27.54,0.1478,4.07,5.0,36.61
SHP-00001480,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001481,2011-07-26,9.51,0.1478,1.41,0.0,10.92
SHP-00001482,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001483,2011-07-25,25.02,0.1478,3.7,0.0,28.72
SHP-00001484,2011-07-26,11.87,0.1478,1.75,0.0,13.62
SHP-00001485,2011-07-25,20.76,0.1478,3.07,5.0,28.83
SHP-00001486,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001487,2011-07-26,11.35,0.1478,1.68,0.0,13.03
SHP-00001488,2011-07-26,15.01,0.1478,2.22,0.0,17.23
SHP-00001489,2011-07-26,25.22,0.1478,3.73,0.0,28.95
SHP-00001490,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001491,2011-07-26,29.54,0.1478,4.37,0.0,33.91
SHP-00001492,2011-07-26,15.01,0.1478,2.22,8.0,25.23
SHP-00001493,2011-07-26,15.92,0.1478,2.35,0.0,18.27
SHP-00001494,2011-07-25,21.87,0.1478,3.23,5.0,30.1
SHP-00001495,2011-07-25,25.55,0.1478,3.78,0.0,29.33
SHP-00001496,2011-07-26,13.47,0.1478,1.99,0.0,15.46
SHP-00001497,2011-07-25,28.23,0.1478,4.17,0.0,32.4
SHP-00001498,2011-07-26,13.31,0.1478,1.97,0.0,15.28
SHP-00001499,2011-07-26,29.5,0.1478,4.36,0.0,33.86
SHP-00001500,2011-07-26,25.3,0.1478,3.74,0.0,29.04
SHP-00001501,2011-07-25,20.78,0.1478,3.07,0.0,23.85
SHP-00001502,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001503,2011-07-26,10.44,0.1478,1.54,0.0,11.98
SHP-00001504,2011-07-26,16.34,0.1478,2.42,0.0,18.76
SHP-00001505,2011-07-26,16.97,0.1478,2.51,0.0,19.48
SHP-00001506,2011-07-26,15.31,0.1478,2.26,0.0,17.57
SHP-00001507,2011-07-26,26.95,0.1478,3.98,0.0,30.93
SHP-00001508,2011-07-26,26.14,0.1478,3.86,0.0,30.0
SHP-00001509,2011-07-26,15.01,0.1478,2.22,8.0,25.23
SHP-00001510,2011-07-25,9.27,0.1478,1.37,0.0,10.64
SHP-00001511,2011-07-26,29.39,0.1478,4.34,0.0,33.73
SHP-00001512,2011-07-25,15.01,0.1478,2.22,0.0,17.23
SHP-00001513,2011-07-26,25.02,0.1478,3.7,12.0,40.72
SHP-00001514,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001515,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001516,2011-07-25,18.01,0.1478,2.66,0.0,20.67
SHP-00001517,2011-07-26,15.01,0.1478,2.22,0.0,17.23
SHP-00001518,2011-07-26,17.1,0.1478,2.53,0.0,19.63
SHP-00001519,2011-07-26,24.58,0.1478,3.63,0.0,28.21
SHP-00001520,2011-07-26,25.02,0.1478,3.7,0.0,28.72
SHP-00001521,2011-07-26,29.74,0.1478,4.4,0.0,34.14
SHP-00001522,2011-07-26,29.7,0.1478,4.39,5.0,39.09
SHP-00001523,2011-07-25,12.84,0.1478,1.9,0.0,14.74
SHP-00001524,2011-07-26,15.02,0.1478,2.22,8.0,25.24
SHP-00001525,2011-07-27,8.77,0.1478,1.3,0.0,10.07
SHP-00001526,2011-07-26,23.75,0.1478,3.51,0.0,27.26
SHP-00001527,2011-07-27,27.88,0.1478,4.12,8.0,40.0
SHP-00001528,2011-07-26,18.2,0.1478,2.69,0.0,20.89
SHP-00001529,2011-07-27,8.01,0.1478,1.18,0.0,9.19
SHP-00001530,2011-07-27,24.27,0.1478,3.59,5.0,32.86
SHP-00001531,2011-07-27,20.0,0.1478,2.96,0.0,22.96
SHP-00001532,2011-07-27,8.01,0.1478,1.18,5.0,14.19
SHP-00001533,2011-07-26,23.93,0.1478,3.54,5.0,32.47
SHP-00001534,2011-07-27,16.19,0.1478,2.39,0.0,18.58
SHP-00001535,2011-07-26,20.33,0.1478,3.0,5.0,28.33
SHP-00001536,2011-07-26,8.01,0.1478,1.18,0.0,9.19
SHP-00001537,2011-07-26,15.02,0.1478,2.22,0.0,17.24
SHP-00001538,2011-07-27,27.29,0.1478,4.03,0.0,31.32
SHP-00001539,2011-07-27,8.01,0.1478,1.18,0.0,9.19
SHP-00001540,2011-07-27,12.85,0.1478,1.9,0.0,14.75
SHP-00001541,2011-07-27,21.37,0.1478,3.16,0.0,24.53
SHP-00001542,2011-07-27,10.97,0.1478,1.62,5.0,17.59
SHP-00001543,2011-07-27,15.63,0.1478,2.31,0.0,17.94
SHP-00001544,2011-07-27,15.02,0.1478,2.22,8.0,25.24
SHP-00001545,2011-07-27,14.8,0.1478,2.19,0.0,16.99
